Epoch: 01 | Time: 0m 1s
	Train Loss: 0.686 | Train PPL:   1.986
	 Val. Loss: 0.770 |  Val. PPL:   2.160
Epoch: 02 | Time: 0m 1s
	Train Loss: 0.672 | Train PPL:   1.959
	 Val. Loss: 0.568 |  Val. PPL:   1.765
Epoch: 03 | Time: 0m 1s
	Train Loss: 0.591 | Train PPL:   1.805
	 Val. Loss: 0.507 |  Val. PPL:   1.661
Epoch: 04 | Time: 0m 1s
	Train Loss: 0.583 | Train PPL:   1.791
	 Val. Loss: 0.625 |  Val. PPL:   1.867
Epoch: 05 | Time: 0m 1s
	Train Loss: 0.580 | Train PPL:   1.787
	 Val. Loss: 0.519 |  Val. PPL:   1.681
Epoch: 06 | Time: 0m 1s
	Train Loss: 0.559 | Train PPL:   1.749
	 Val. Loss: 0.556 |  Val. PPL:   1.744
Epoch: 07 | Time: 0m 1s
	Train Loss: 0.547 | Train PPL:   1.728
	 Val. Loss: 0.504 |  Val. PPL:   1.656
Epoch: 08 | Time: 0m 1s
	Train Loss: 0.518 | Train PPL:   1.679
	 Val. Loss: 0.486 |  Val. PPL:   1.625
Epoch: 09 | Time: 0m 1s
	Train Loss: 0.511 | Train PPL:   1.667
	 Val. Loss: 0.484 |  Val. PPL:   1.623
Epoch: 10 | Time: 0m 1s
	Train Loss: 0.498 | Train PPL:   1.645
	 Val. Loss: 0.492 |  Val. PPL:   1.635
Epoch: 11 | Time: 0m 1s
	Train Loss: 0.487 | Train PPL:   1.628
	 Val. Loss: 0.494 |  Val. PPL:   1.638
Epoch: 12 | Time: 0m 1s
	Train Loss: 0.487 | Train PPL:   1.628
	 Val. Loss: 0.486 |  Val. PPL:   1.626
Epoch: 13 | Time: 0m 1s
	Train Loss: 0.474 | Train PPL:   1.607
	 Val. Loss: 0.478 |  Val. PPL:   1.613
Epoch: 14 | Time: 0m 1s
	Train Loss: 0.457 | Train PPL:   1.579
	 Val. Loss: 0.491 |  Val. PPL:   1.635
Epoch: 15 | Time: 0m 1s
	Train Loss: 0.449 | Train PPL:   1.567
	 Val. Loss: 0.471 |  Val. PPL:   1.601
Epoch: 16 | Time: 0m 1s
	Train Loss: 0.440 | Train PPL:   1.553
	 Val. Loss: 0.491 |  Val. PPL:   1.634
Epoch: 17 | Time: 0m 1s
	Train Loss: 0.460 | Train PPL:   1.583
	 Val. Loss: 0.486 |  Val. PPL:   1.625
Epoch: 18 | Time: 0m 1s
	Train Loss: 0.419 | Train PPL:   1.521
	 Val. Loss: 0.449 |  Val. PPL:   1.567
Epoch: 19 | Time: 0m 1s
	Train Loss: 0.397 | Train PPL:   1.488
	 Val. Loss: 0.458 |  Val. PPL:   1.580
Epoch: 20 | Time: 0m 1s
	Train Loss: 0.401 | Train PPL:   1.493
	 Val. Loss: 0.461 |  Val. PPL:   1.586
Epoch: 21 | Time: 0m 1s
	Train Loss: 0.383 | Train PPL:   1.467
	 Val. Loss: 0.458 |  Val. PPL:   1.581
Epoch: 22 | Time: 0m 1s
	Train Loss: 0.376 | Train PPL:   1.456
	 Val. Loss: 0.463 |  Val. PPL:   1.588
Epoch: 23 | Time: 0m 1s
	Train Loss: 0.360 | Train PPL:   1.433
	 Val. Loss: 0.455 |  Val. PPL:   1.576
Epoch: 24 | Time: 0m 1s
	Train Loss: 0.340 | Train PPL:   1.405
	 Val. Loss: 0.459 |  Val. PPL:   1.583
Epoch: 25 | Time: 0m 1s
	Train Loss: 0.333 | Train PPL:   1.394
	 Val. Loss: 0.454 |  Val. PPL:   1.575
Epoch: 26 | Time: 0m 1s
	Train Loss: 0.319 | Train PPL:   1.376
	 Val. Loss: 0.462 |  Val. PPL:   1.587
Epoch: 27 | Time: 0m 1s
	Train Loss: 0.291 | Train PPL:   1.338
	 Val. Loss: 0.450 |  Val. PPL:   1.568
Epoch: 28 | Time: 0m 1s
	Train Loss: 0.283 | Train PPL:   1.326
	 Val. Loss: 0.484 |  Val. PPL:   1.623
Epoch: 29 | Time: 0m 1s
	Train Loss: 0.273 | Train PPL:   1.314
	 Val. Loss: 0.483 |  Val. PPL:   1.620
Epoch: 30 | Time: 0m 1s
	Train Loss: 0.257 | Train PPL:   1.293
	 Val. Loss: 0.469 |  Val. PPL:   1.598
