Epoch: 01 | Time: 0m 2s
	Train Loss: 0.689 | Train PPL:   1.993
	 Val. Loss: 0.666 |  Val. PPL:   1.946
Epoch: 02 | Time: 0m 2s
	Train Loss: 0.693 | Train PPL:   2.000
	 Val. Loss: 0.701 |  Val. PPL:   2.016
Epoch: 03 | Time: 0m 2s
	Train Loss: 0.673 | Train PPL:   1.960
	 Val. Loss: 0.635 |  Val. PPL:   1.886
Epoch: 04 | Time: 0m 2s
	Train Loss: 0.606 | Train PPL:   1.834
	 Val. Loss: 0.500 |  Val. PPL:   1.648
Epoch: 05 | Time: 0m 2s
	Train Loss: 0.528 | Train PPL:   1.695
	 Val. Loss: 0.482 |  Val. PPL:   1.619
Epoch: 06 | Time: 0m 2s
	Train Loss: 0.499 | Train PPL:   1.647
	 Val. Loss: 0.473 |  Val. PPL:   1.604
Epoch: 07 | Time: 0m 2s
	Train Loss: 0.467 | Train PPL:   1.594
	 Val. Loss: 0.492 |  Val. PPL:   1.636
Epoch: 08 | Time: 0m 2s
	Train Loss: 0.463 | Train PPL:   1.589
	 Val. Loss: 0.480 |  Val. PPL:   1.616
Epoch: 09 | Time: 0m 2s
	Train Loss: 0.432 | Train PPL:   1.541
	 Val. Loss: 0.455 |  Val. PPL:   1.575
Epoch: 10 | Time: 0m 2s
	Train Loss: 0.409 | Train PPL:   1.505
	 Val. Loss: 0.459 |  Val. PPL:   1.582
Epoch: 11 | Time: 0m 2s
	Train Loss: 0.392 | Train PPL:   1.480
	 Val. Loss: 0.495 |  Val. PPL:   1.640
Epoch: 12 | Time: 0m 2s
	Train Loss: 0.377 | Train PPL:   1.457
	 Val. Loss: 0.492 |  Val. PPL:   1.636
Epoch: 13 | Time: 0m 2s
	Train Loss: 0.346 | Train PPL:   1.414
	 Val. Loss: 0.469 |  Val. PPL:   1.598
Epoch: 14 | Time: 0m 2s
	Train Loss: 0.332 | Train PPL:   1.393
	 Val. Loss: 0.467 |  Val. PPL:   1.596
Epoch: 15 | Time: 0m 2s
	Train Loss: 0.319 | Train PPL:   1.376
	 Val. Loss: 0.461 |  Val. PPL:   1.585
Epoch: 16 | Time: 0m 2s
	Train Loss: 0.295 | Train PPL:   1.344
	 Val. Loss: 0.529 |  Val. PPL:   1.697
Epoch: 17 | Time: 0m 2s
	Train Loss: 0.278 | Train PPL:   1.321
	 Val. Loss: 0.532 |  Val. PPL:   1.702
Epoch: 18 | Time: 0m 2s
	Train Loss: 0.259 | Train PPL:   1.296
	 Val. Loss: 0.546 |  Val. PPL:   1.726
Epoch: 19 | Time: 0m 2s
	Train Loss: 0.239 | Train PPL:   1.271
	 Val. Loss: 0.628 |  Val. PPL:   1.874
Epoch: 20 | Time: 0m 2s
	Train Loss: 0.239 | Train PPL:   1.270
	 Val. Loss: 0.618 |  Val. PPL:   1.854
Epoch: 21 | Time: 0m 2s
	Train Loss: 0.218 | Train PPL:   1.243
	 Val. Loss: 0.573 |  Val. PPL:   1.774
Epoch: 22 | Time: 0m 2s
	Train Loss: 0.207 | Train PPL:   1.229
	 Val. Loss: 0.527 |  Val. PPL:   1.694
Epoch: 23 | Time: 0m 2s
	Train Loss: 0.189 | Train PPL:   1.208
	 Val. Loss: 0.569 |  Val. PPL:   1.766
Epoch: 24 | Time: 0m 2s
	Train Loss: 0.177 | Train PPL:   1.193
	 Val. Loss: 0.664 |  Val. PPL:   1.943
Epoch: 25 | Time: 0m 2s
	Train Loss: 0.173 | Train PPL:   1.189
	 Val. Loss: 0.695 |  Val. PPL:   2.003
Epoch: 26 | Time: 0m 2s
	Train Loss: 0.160 | Train PPL:   1.173
	 Val. Loss: 0.604 |  Val. PPL:   1.830
Epoch: 27 | Time: 0m 2s
	Train Loss: 0.463 | Train PPL:   1.590
	 Val. Loss: 0.699 |  Val. PPL:   2.012
Epoch: 28 | Time: 0m 2s
	Train Loss: 0.140 | Train PPL:   1.150
	 Val. Loss: 0.739 |  Val. PPL:   2.093
Epoch: 29 | Time: 0m 2s
	Train Loss: 0.138 | Train PPL:   1.148
	 Val. Loss: 0.683 |  Val. PPL:   1.980
Epoch: 30 | Time: 0m 2s
	Train Loss: 0.125 | Train PPL:   1.133
	 Val. Loss: 0.666 |  Val. PPL:   1.946
